in s,C1 in V
-7.72640E-05,-1.24805E-02
-7.72620E-05,2.16797E-03
-7.72600E-05,1.19336E-02
-7.72580E-05,-7.59766E-03
-7.72560E-05,-7.59766E-03
-7.72540E-05,2.16797E-03
-7.72520E-05,-1.24805E-02
-7.72500E-05,7.05078E-03
-7.72480E-05,2.16797E-03
-7.72460E-05,-7.59766E-03
-7.72440E-05,-2.22461E-02
-7.72420E-05,-1.24805E-02
-7.72400E-05,-1.24805E-02
-7.72380E-05,-1.73633E-02
-7.72360E-05,-2.71484E-03
-7.72340E-05,-7.59766E-03
-7.72320E-05,-7.59766E-03
-7.72300E-05,-1.24805E-02
-7.72280E-05,-2.71484E-03
-7.72260E-05,-1.24805E-02
-7.72240E-05,-1.24805E-02
-7.72220E-05,-2.22461E-02
-7.72200E-05,-1.24805E-02
-7.72180E-05,-2.71484E-03
-7.72160E-05,-7.59766E-03
-7.72140E-05,-7.59766E-03
-7.72120E-05,-7.59766E-03
-7.72100E-05,-2.71484E-03
-7.72080E-05,-7.59766E-03
-7.72060E-05,7.05078E-03
-7.72040E-05,-1.24805E-02
-7.72020E-05,-2.71484E-03
-7.72000E-05,-7.59766E-03
-7.71980E-05,-2.71484E-03
-7.71960E-05,2.16797E-03
-7.71940E-05,-7.59766E-03
-7.71920E-05,-7.59766E-03
-7.71900E-05,-1.73633E-02
-7.71880E-05,-2.71484E-03
-7.71860E-05,7.05078E-03
-7.71840E-05,-2.71484E-03
-7.71820E-05,-7.59766E-03
-7.71800E-05,2.16797E-03
-7.71780E-05,7.05078E-03
-7.71760E-05,-2.71484E-03
-7.71740E-05,2.16797E-03
-7.71720E-05,-7.59766E-03
-7.71700E-05,-1.24805E-02
-7.71680E-05,2.16797E-03
-7.71660E-05,-7.59766E-03
-7.71640E-05,-7.59766E-03
-7.71620E-05,-7.59766E-03
-7.71600E-05,-7.59766E-03
-7.71580E-05,-1.24805E-02
-7.71560E-05,-7.59766E-03
-7.71540E-05,-1.24805E-02
-7.71520E-05,-2.71484E-03
-7.71500E-05,-1.73633E-02
-7.71480E-05,-2.71484E-03
-7.71460E-05,2.16797E-03
-7.71440E-05,2.16797E-03
-7.71420E-05,7.05078E-03
-7.71400E-05,-1.73633E-02
-7.71380E-05,-2.71484E-03
-7.71360E-05,2.16797E-03
-7.71340E-05,-2.22461E-02
-7.71320E-05,-1.24805E-02
-7.71300E-05,-1.24805E-02
-7.71280E-05,-2.22461E-02
-7.71260E-05,7.05078E-03
-7.71240E-05,-2.71484E-03
-7.71220E-05,-2.71484E-03
-7.71200E-05,-2.71484E-03
-7.71180E-05,-2.71484E-03
-7.71160E-05,2.16797E-03
-7.71140E-05,-7.59766E-03
-7.71120E-05,7.05078E-03
-7.71100E-05,-1.24805E-02
-7.71080E-05,-2.22461E-02
-7.71060E-05,2.16797E-03
-7.71040E-05,7.05078E-03
-7.71020E-05,-1.24805E-02
-7.71000E-05,2.16797E-03
-7.70980E-05,-1.73633E-02
-7.70960E-05,-1.24805E-02
-7.70940E-05,-1.73633E-02
-7.70920E-05,-2.71484E-03
-7.70900E-05,2.16797E-03
-7.70880E-05,-7.59766E-03
-7.70860E-05,7.05078E-03
-7.70840E-05,-7.59766E-03
